"","N402Barcode_706.511","N402Barcode_705.507","N402Barcode_718.520","N402Barcode_722.516","N402Barcode_721.516","N402Barcode_715.515","N402Barcode_718.513","N402Barcode_704.506","N402Barcode_702.505","N402Barcode_706.503","N402Barcode_701.511","N402Barcode_727.507","N402Barcode_729.502","N402Barcode_705.521","N402Barcode_719.503","N402Barcode_707.521","N402Barcode_728.521","N402Barcode_702.508","N402Barcode_703.520","N402Barcode_707.506","N402Barcode_701.505","N402Barcode_724.505","N402Barcode_728.510","N402Barcode_703.503","N402Barcode_726.511","N402Barcode_702.510","N402Barcode_712.513","N402Barcode_714.516","N402Barcode_715.503","N402Barcode_726.521","N402Barcode_721.503","N402Barcode_704.515","N402Barcode_719.517","N402Barcode_705.522","N402Barcode_705.508","N402Barcode_705.510","N402Barcode_722.513","N402Barcode_720.503","N402Barcode_720.517","N402Barcode_716.510","N402Barcode_702.511","N402Barcode_723.502","N402Barcode_727.522","N402Barcode_715.518","N402Barcode_703.507","N402Barcode_707.515","N402Barcode_702.520","N402Barcode_704.510","N402Barcode_712.521","N402Barcode_706.522","N402Barcode_714.510","N402Barcode_702.515","N402Barcode_701.515","N402Barcode_711.502","N402Barcode_701.517","N402Barcode_720.507","N402Barcode_728.508","N402Barcode_728.520","N402Barcode_726.522","N402Barcode_707.503","N402Barcode_724.510","N402Barcode_705.505","N402Barcode_701.503","N402Barcode_703.516","N402Barcode_728.503","N402Barcode_703.510","N402Barcode_721.508","N402Barcode_707.505","N402Barcode_716.506","N402Barcode_714.518","N402Barcode_720.516","N402Barcode_724.507","N402Barcode_720.506","N402Barcode_720.520","N402Barcode_701.518","N402Barcode_722.520","N402Barcode_723.508","N402Barcode_721.521","N402Barcode_715.511","N402Barcode_704.516","N402Barcode_724.520","N402Barcode_714.507","N402Barcode_726.507","N402Barcode_728.516","N402Barcode_723.516","N402Barcode_704.511","N402Barcode_715.507","N402Barcode_720.505","N402Barcode_711.522","N402Barcode_716.518","N402Barcode_721.513","N402Barcode_722.517","N402Barcode_705.511","N402Barcode_727.506","N402Barcode_719.506","N402Barcode_721.506","N402Barcode_720.515","N402Barcode_712.508","N402Barcode_711.511","N402Barcode_716.515","N402Barcode_721.518","N402Barcode_723.503","N402Barcode_705.520","N402Barcode_723.513","N402Barcode_710.510","N402Barcode_726.517","N402Barcode_724.506","N402Barcode_724.515","N402Barcode_706.516","N402Barcode_711.513","N402Barcode_716.522","N402Barcode_711.521","N402Barcode_706.521","N402Barcode_712.518","N402Barcode_705.517","N402Barcode_714.515","N402Barcode_712.503","N402Barcode_727.521","N402Barcode_704.522","N402Barcode_728.518","N402Barcode_718.518","N402Barcode_707.510","N402Barcode_716.511","N402Barcode_727.505","N402Barcode_712.502","N402Barcode_710.518","N402Barcode_724.518","N402Barcode_719.507","N402Barcode_710.520","N402Barcode_707.520","N402Barcode_706.520","N402Barcode_710.517","N402Barcode_701.506","N402Barcode_711.518","N402Barcode_704.517","N402Barcode_728.517","N402Barcode_706.505","N402Barcode_722.505","N402Barcode_718.517","N402Barcode_701.510","N402Barcode_704.520","N402Barcode_710.508","N402Barcode_723.511","N402Barcode_710.516","N402Barcode_703.513","N402Barcode_716.508","N402Barcode_716.502","N402Barcode_704.513","N402Barcode_716.521","N402Barcode_726.510","N402Barcode_712.520","N402Barcode_718.507","N402Barcode_716.503","N402Barcode_716.517","N402Barcode_718.510","N402Barcode_724.508","N402Barcode_720.510","N402Barcode_712.511","N402Barcode_719.511","N402Barcode_712.515","N402Barcode_712.505","N402Barcode_707.517","N402Barcode_721.511","N402Barcode_727.511","N402Barcode_723.505","N402Barcode_718.522","N402Barcode_721.515","N402Barcode_728.513","N402Barcode_701.502","N402Barcode_711.515","N402Barcode_719.520","N402Barcode_711.503","N402Barcode_711.517","N402Barcode_723.521","N402Barcode_719.505","N402Barcode_727.517","N402Barcode_724.517","N402Barcode_722.522","N402Barcode_712.517","N402Barcode_722.515","N402Barcode_728.511","N402Barcode_707.516","N402Barcode_706.507","N402Barcode_707.502","N402Barcode_719.521","N402Barcode_701.507","N402Barcode_721.502","N402Barcode_723.522","N402Barcode_701.522","N402Barcode_724.502","N402Barcode_711.505","N402Barcode_728.522","N402Barcode_705.516","N402Barcode_714.506","N402Barcode_718.506","N402Barcode_722.503","N402Barcode_702.506","N402Barcode_715.513","N402Barcode_703.502","N402Barcode_721.517","N402Barcode_715.520","N402Barcode_711.508","N402Barcode_701.516","N402Barcode_716.505","N402Barcode_707.508","N402Barcode_727.508","N402Barcode_702.516","N402Barcode_727.520","N402Barcode_718.511","N402Barcode_727.502","N402Barcode_727.515","N402Barcode_720.508","N402Barcode_707.507","N402Barcode_703.508","N402Barcode_723.518","N402Barcode_702.503","N402Barcode_727.510","N402Barcode_703.518","N402Barcode_712.522","N402Barcode_704.507","N402Barcode_712.510","N402Barcode_718.508","N402Barcode_726.518","N402Barcode_702.521","N402Barcode_704.502","N402Barcode_715.505","N402Barcode_718.502","N402Barcode_715.521","N402Barcode_701.520","N402Barcode_710.513","N402Barcode_711.520","N402Barcode_726.505","N402Barcode_705.513","N402Barcode_723.517","N402Barcode_722.506","N402Barcode_716.516","N402Barcode_706.515","N402Barcode_728.506","N402Barcode_724.511","N402Barcode_702.513","N402Barcode_727.503","N402Barcode_724.513","N402Barcode_712.516","N402Barcode_719.522","N402Barcode_715.502","N402Barcode_705.503","N402Barcode_716.513","N402Barcode_706.517","N402Barcode_722.507","N402Barcode_718.505","N402Barcode_727.516","N402Barcode_726.520","N402Barcode_701.513","N402Barcode_723.515","N402Barcode_715.506","N402Barcode_704.503","N402Barcode_724.522","N402Barcode_715.522","N402Barcode_716.520","N402Barcode_714.511","N402Barcode_702.518","N402Barcode_704.505","N402Barcode_719.502","N402Barcode_722.508","N402Barcode_714.522","N402Barcode_722.521","N402Barcode_724.503","N402Barcode_703.505","N402Barcode_702.517","N402Barcode_719.518","N402Barcode_726.502","N402Barcode_726.508","N402Barcode_721.507","N402Barcode_726.516","N402Barcode_703.517","N402Barcode_722.511","N402Barcode_706.518","N402Barcode_726.515","N402Barcode_704.521","N402Barcode_714.521","N402Barcode_727.518","N402Barcode_705.515","N402Barcode_720.511","N402Barcode_719.515","N402Barcode_710.502","N402Barcode_724.521","N402Barcode_706.502","N402Barcode_723.510","N402Barcode_702.522","N402Barcode_718.521","N402Barcode_702.502","N402Barcode_703.506","N402Barcode_706.508","N402Barcode_703.521","N402Barcode_721.505","N402Barcode_727.513","N402Barcode_726.506","N402Barcode_721.520","N402Barcode_729.513","N402Barcode_720.502","N402Barcode_707.513","N402Barcode_723.506","N402Barcode_706.513","N402Barcode_712.507","N402Barcode_714.513","N402Barcode_704.518","N402Barcode_707.522","N402Barcode_715.516","N402Barcode_721.522","N402Barcode_722.502","N402Barcode_703.515","N402Barcode_724.516","N402Barcode_715.517","N402Barcode_711.507","N402Barcode_723.520","N402Barcode_710.507","N402Barcode_710.503","N402Barcode_701.521","N402Barcode_711.510","N402Barcode_718.503","N402Barcode_706.506","N402Barcode_718.516","N402Barcode_714.503","N402Barcode_707.511","N402Barcode_728.502","N402Barcode_714.505","N402Barcode_728.515","N402Barcode_704.508","N402Barcode_719.516","N402Barcode_722.510","N402Barcode_710.505","N402Barcode_710.515","N402Barcode_722.518","N402Barcode_723.507","N402Barcode_705.518","N402Barcode_719.510","N402Barcode_714.508","N402Barcode_706.510"
"Smp-104440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122652226416487,0,0,0,0,0,0,0,0,0,0,0,0.335237562149914,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90583882940776,0,0,0,0,0,0,0,0,0,0.340828995153765,1.81068766775947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25107427358024,0,0,0,0,1.53922238122806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10660848008086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.858926054406429,0,0.317387575703319,0,0,0,0,0,0.0598013690506919,0,0,0,0,0,0,0,0,0,2.20183570340488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14277492571399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7147422053909,0,0,0,0,0,0,0,0,1.96447313141287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35454712190313,0,0,0,0,0,0,0,0,0,0,0,0,0.472245558369267,0,0,0,0,0,0,0,0,0,0,0,1.90196010299074,0,0,0,0,0,0,0,0,0.0443448865378675,0,0,0.189198745792426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14507527085326,0
"Smp-051920",0,0,0,0,0,0,0,0,0,0,0,0,1.26970588775132,0,0,0,0.249657998453659,1.56055935137844,1.83459609573394,1.35749757413038,0,0,0,2.40033052788223,0,0,0,0,0,1.34208526835482,3.06665702409935,0.796397921413636,0,0.548840429953751,0,1.59577203605456,0,0,0,0,0,0,0,0,0,2.22018955598373,0,0,0.555070608698711,0,3.20155574288241,0,0,0.73873208193184,0,1.99281684686331,0,0,0,0,0,0,1.58750986387726,0,0,0,0,0.890936414098241,1.56208034184906,0,0,0,0,0,1.68812520147829,0,0,2.51700928979124,0,0,0,2.75621171629118,1.28592599337613,1.94068065018735,0,0,0,0,0,0.953834381079287,1.86150171574002,0.409446781653013,0,0,0,2.19360224896062,0,0,0,0,0,2.20234969094186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543313390936422,0,1.61408704683241,0,0,2.90913768788177,0,0,0,0,0,0,1.29239276498203,0,0,2.44670919513332,0,0,1.42468825273745,0,0,0,0,0,0,0,0,0,0,0,2.58285242533665,0,1.17723891231886,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38637350073794,0.551961620762181,0,0,0,0,0,0,0,0,1.25782872015447,0,0,3.07925702402327,0,0,0,0.784161395899673,0,2.26215288333614,0,1.76768963006678,2.51316853859059,0,0,0,0,0,0.0269486294894067,2.40079904458926,0,0.0584095142102208,0.629506199342481,2.0473633285698,0,0,0,0,0,0,0,0,0,0,2.50069116871282,3.00212358754166,0,0,0,0,0.999437189744606,0,0,0,0,0,0,0,0,2.36054694699907,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49675421092695,0,2.65391498385084,0,0,0,0,3.64802191104683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21428315152587,0,1.18381096760131,3.22561386760525,0,0,0,0,1.37335401279277,0,0,0,1.69712794286748,2.00663806463452,0,2.98069880158342,0,0.304017741194174,0,0,0,0,2.01357352342309,0,0,0,0,0,0,0,0,0,0,1.65081901700359,0,0,1.69567769170002,0.0679735293981886,0,2.29197473075636,0.0444858234198187,0,1.22382928136155,0,1.07570970595083,0,0,0,0,1.63659471840141,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49235568422148,0,0,1.2713032896099,0.304180293855159,0,0,0,0.946250890453193,0,0,0.617515112521777,1.36519926314515,0,0,0
"Smp-179750",2.01069990875375,0,0,0,0,0,0,0,0,0,2.12755143475361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21107734877168,0,0,0,0,0,0,0,0,1.91476970368697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51153968538957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09941446850071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922504249121745,0,0,0,0,1.12147149313014,0,0,0,0,0,0,0,0,0,0,0.448918702146606,0,0,0,0,0,0,0,0,0,1.06624229734903,0,0,0.0749125069805611,0,0,0.0256728102735958,0,0,0,0,0,1.28146335886271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02589881421384,0,0,0,0,0,0,0,1.47425215966081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228091249752116,0,0,0,0,0,0,1.76269746525687,0,0,2.03657697606333,0,0,0,0,0,0,0,0,0.664012171308464,0,0,0,0,0.024525404036363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70963209315765,0,0,0,0,0,0,0,0
"Smp-187430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77679172044032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69872740623044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6660355545725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42903364944048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37062158276708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54987829648797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21641751053895,0,0,0,2.01706470521121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58065468877065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82559427345141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242224032358801,0,0,0,0,0,0,0,0,0,2.42009137391548,0,0,0,0,0,0,0,0,0,0,0
"Smp-210160",0,0,0,0,0,0,0,0.669190283195619,0,0,2.71963941663082,2.24523076020498,0,0.0981355060818741,0,0,0,0,0,0.309545884703979,0,0.637738149611643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148967292743363,0,0,0,0,0,0,0,0,0,0,0,0.331554547078854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57220226387283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70543623760137,0,2.02650453675303,0,0,0,0,0,0,0,0,1.01224233174094,0,0,0,0,0,0,0,0,0,0,0,1.45005652442656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460734364160588,0,0,0,0,0,0,0,0,1.87805470519848,0,0,0,0,1.8081113072606,0,0,2.14376714264914,0,0,0,0,0,0,1.78359297650222,0,1.33959249053193,0,0,0,0,0,2.1483660762037,0,0,0.362594001979966,0,0,0,0,0,2.11562104995855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225012410865635,0,1.03121464019455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483018401975027,0,0,0,0.0946526348961167,0.480431612404039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942453608237647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884384292254974,0,0,0,0
"Smp-070380",0,0,1.04969197477706,2.12460675496026,1.5553856363994,0,0,2.05633195378574,0,0,0,0,2.74512583444548,0,1.83016707529799,1.91752533007586,0,1.70282590765146,2.85402597496797,2.23771404936428,2.67589887068778,0,0,3.52374351027689,0,0,0,1.15237645875438,0,2.21953641079191,3.40376594441777,1.77524522904534,0,3.34543730217191,0,2.18776382117489,0,0,1.85256047062839,0,0,0,0,0,1.39595550931806,3.33758124885666,0,0,2.32891340018272,1.4656134432742,3.87257441424239,3.25648638666009,0,1.85378556687433,0,3.6059073724369,1.26332093534376,0,0,1.76502381879859,0,0,2.63192568116092,0,2.74329362815436,2.65050597307571,0,0,3.07436806566221,2.27780396240706,0,0,0,0,1.55161770361257,0.0676839991616168,0,2.61877267069965,0,0,1.99293625205054,2.70694844172797,1.33008836414707,3.37362095244913,0,0,1.71392694952786,0,0.0488685923038248,1.66092435133716,2.44400151117312,0.702369230941944,2.76829236421667,0,2.61969451365483,3.63432303732703,0,1.61850969292764,1.35552955153171,2.18390934070986,1.89735978097529,2.69731389267191,0,1.7030976366262,0,2.13875829354568,0,0,0,2.2491882670984,0.80797077293612,0,0,1.64938859967373,2.50648492353676,0,2.06056869829845,0,0,2.95759228654111,3.91842048841406,2.77248770901062,0.391492259620496,3.21191545520402,0,0,0,2.15597984173808,0,0,0.687360010639507,2.30844736693961,2.15485413460268,3.75394787936539,0,0,3.00468320863626,0.063018598248112,0,0,0,0.0672991072013022,0,0,0,0,0,0,2.92199944442057,2.19405522980259,2.97511724399464,0.0270185403899819,1.89324618640878,0,2.09040884595735,0,0.934776827036557,0,0,0,2.04565176719983,2.86013128134485,0.800355218838356,0,1.72218737663172,1.04857440766981,0.858634280113099,0.659511711881991,0,0,0,0,0,0,0,2.28278350726541,1.58117260195732,2.47418974165185,1.41521779431339,2.18506111456146,0,2.94308616082031,0,3.50279426744737,0,2.68617351045942,3.71311062514027,0.750460180536139,0,0,2.22492406313608,2.38832661605601,3.16467266768583,2.5812139156718,0,0,0,2.29811669697053,0,3.16758660499389,0,0,0,0,0,0,1.95480707040322,1.58432520936699,3.13328836656353,3.52914388103066,0,1.68839282226287,0,0,0,0,0,0,1.23801610953642,0,0,0,0,3.93201427904548,0,2.31913168918853,0,0,0,0,0,1.51051988266614,2.11539982013063,0,1.73666758475704,0,1.2797952344523,3.16803757725513,0,3.19678260921356,0,2.15726665893644,0.912181692118761,0,3.07095110904355,0,1.61971152766704,0,2.61828516791244,0,0,0,3.11489148583358,0,0,0,1.86272690010102,0.967642937679088,1.27991237312168,3.15905463234232,0,3.8748753547306,4.15870545572907,2.08158693854746,0.209141248394794,0,0,0,0,0,0,3.00160460212985,3.1405183728259,1.57532244339923,3.5889191021415,0,2.79038250900943,0,0,0,0.784738213354172,3.07039711516716,0,0,3.15800998924732,0,2.1848571741955,0,0,0,0,0,3.68015256965239,2.23801233712623,0,2.9323807441938,0,0,0.71605853789907,0,0,2.92823130738995,2.58522474552056,1.73221234781359,0,1.38833448190958,0,0,0,0,2.13146797158121,0,0,0,2.41793372610727,0,1.3183479739372,0,0,0,0,0,2.78193279758291,0,0,3.10470146738742,1.60856487144694,0,0,0,0,0,0,3.21936341518929,3.58573796820767,0,2.75103007563668,2.55617812161356
"Smp-162770",0,0,0.942054840059334,0,0,0,0,0,0,0,0,0,0,0.742253178661536,0,0,1.04196804202004,0,1.1905821166131,0,0,0,0,0,1.05900859929985,0,0,0,2.33226420907416,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39593581457776,0,1.44388827072469,0,1.19997073803703,0,0,0,0,0,0,0,0.830639259168149,0,0,0,0.997553398103732,1.31471965840926,0.887851692775203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46375825565873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757112808406819,0,0,2.98054295115383,0,0,0,0,0,0.852670841034673,0,0,1.74106758642457,0,0,0,0,0,0,0,0,0,1.01619050228468,0,0,0,0,0,1.29980389479214,0,0,0,0.808537579254,0,0,0,0,0,3.0000784019344,0,0,3.27120593393664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08743156838037,0,0,0.586814311871976,0,0,2.16694025500683,2.55850250262312,1.80758031272403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8132401017708,1.12499393679723,0,0,0,0,0.0373923978798519,1.07599782573462,1.18997663086346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90399421845101,0,0,0,0,0,1.46361165732048,0,0,0,0,0,0,1.1990654729405,0,0,0.259459251775173,0,0,2.19281464931235,2.22205140205579,0.333095162292459,0,0,0,0,0,0,0,0,0,0,1.06771376305981,0,0,0,0,0,1.26409075023862,0,0,0,0,0,0,1.46967589416,0,0,0,2.05452343597593,0,0,0,0,0,0,0,0,0,0,1.75766934753405,1.06731999749419,0,0,0,0,1.63774469199759,0,0
"Smp-052150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59814406293531,0,0,0,0,0,0,0,1.86180824520599,0,0,0,0,0,0,0,0,1.81022973121674,0,2.64713242310031,0,2.13642997292864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92692947287332,0,0,0,0,0,0,0,0.961327437380432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56472317307941,0,0,0,0,0,0,0,0,1.54610044126749,0,1.74229260784657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78269801145448,0,0,0,0,0,0,0,0,0,1.32970754281932,0,0,0,0,0,0,0,0,0,0,1.44077668913725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957482879701403,0,0,0,0,0,0,0,0,1.5408346800994,0,0,0,2.61787270743261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323938915653583,0,0,0,0,0,0,0.0672859357734232,0,0,0,0,0,0,0,1.70287339700692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47326724568969,0,0,0,0,2.00516406339742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24905428545312,0,0,1.87011230820005,0,1.75558961707537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597975264945925,0,0
"Smp-095140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00960690470074,0,0,0,0,0,0,2.26827760913667,0,0,1.21977395549351,0,0,0,0,0,0,0,0,0,0,0,0.110722604837684,0.527204619119744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148441513421003,1.5234387716097,0,0,0,0,0,0,0,0,0.0400148270400225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15853841812408,0,0,1.91336164830265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308123975118294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727718602297559,1.8231203365852,0,0,0,1.02697294873729,0,0,0,0.210459386413641,0,0,0,0,0,0,0.368953166399428,0,0,0,0.160843609834722,0,0,0,0,0,0,0,2.22252027600222,0.0359079892433025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869198074044858,0,0,0,0,1.14040770269833,1.46329749071724,0.652728539999427,0,0.260481951028518,2.70060878968378,0,0,0,2.01752007546086,0,0,0,0,0,0.07310900015423,0,1.01746916701982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657655216009019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347868995998779,0,0,0,0,0,1.02145156448646,0,0,0,0,0,0,0,1.78630628495095,0,0,0.0763617886294201,0,0,0,0,0.125783279922977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859847975209778,0,0,0,0,0,0.038084797947319,0,0,0,1.29964098703404,0
"Smp-023170",0,2.19033654285851,0,0,0,0,0.542099880344021,0,2.48061447572462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5869413147536,0,0,0,0,0,2.54133005098521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750427724463476,0,0,0,0,0,0,0,0,0,0,1.76546114684905,0,0,0,0,0,0,1.85485945992088,0,0,0,0,0,0,0,0,0,1.81884967278161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88899043480873,0,0.0280696203202824,0,0,0,0,0,0,0,1.52747564553326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15312009136513,0,0,0,0,0,0,0,0,0.946571036882338,0,1.15549570662138,0,0.0348973508376542,0,1.87999708426503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8420542507441,0,0,0,0,0,0,1.62442235284563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259986391321354,0,0,0,0,1.68764168088418,0,0,0,0,0,0,0,0.536662311611119,0,0,0,0,0,0.63782475839541,0,0,0,1.74015498503369,0,0,0,0,0,0,0,0,0,0,0,0,0.034929602782796,0,0,0,0,0,0.501123648799988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663449150270326,0,0,0,0,0,1.11891030435435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583379005760966,0,0,0,0,0,0,0,1.41189404731003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
