,Cell,assigned_cluster
1956,human3_lib3.final_cell_0185,beta
1957,human3_lib3.final_cell_0186,acinar
1958,human3_lib3.final_cell_0187,beta
1959,human3_lib3.final_cell_0188,acinar
1960,human3_lib3.final_cell_0189,alpha
1961,human3_lib3.final_cell_0190,beta
1962,human3_lib3.final_cell_0191,acinar
1963,human3_lib3.final_cell_0192,acinar
1964,human3_lib3.final_cell_0193,beta
1965,human3_lib3.final_cell_0194,acinar
1966,human3_lib3.final_cell_0195,acinar
1967,human3_lib3.final_cell_0196,alpha
1968,human3_lib3.final_cell_0197,beta
1969,human3_lib3.final_cell_0198,acinar
1970,human3_lib3.final_cell_0199,beta
1971,human3_lib3.final_cell_0200,beta
1972,human3_lib3.final_cell_0201,acinar
1973,human3_lib3.final_cell_0202,beta
1974,human3_lib3.final_cell_0203,acinar
1975,human3_lib3.final_cell_0204,acinar
1976,human3_lib3.final_cell_0205,acinar
1977,human3_lib3.final_cell_0206,beta
1978,human3_lib3.final_cell_0207,acinar
1979,human3_lib3.final_cell_0208,acinar
1980,human3_lib3.final_cell_0209,beta
1981,human3_lib3.final_cell_0210,beta
1982,human3_lib3.final_cell_0211,delta
1983,human3_lib3.final_cell_0212,alpha
1984,human3_lib3.final_cell_0213,endothelial
1985,human3_lib3.final_cell_0214,acinar
1986,human3_lib3.final_cell_0215,beta
1987,human3_lib3.final_cell_0216,alpha
1988,human3_lib3.final_cell_0217,alpha
1989,human3_lib3.final_cell_0218,beta
1990,human3_lib3.final_cell_0219,alpha
1991,human3_lib3.final_cell_0220,acinar
1992,human3_lib3.final_cell_0221,acinar
1993,human3_lib3.final_cell_0222,alpha
1994,human3_lib3.final_cell_0223,acinar
1995,human3_lib3.final_cell_0224,ductal
1996,human3_lib3.final_cell_0225,beta
1997,human3_lib3.final_cell_0226,acinar
1998,human3_lib3.final_cell_0227,acinar
1999,human3_lib3.final_cell_0228,acinar
2000,human3_lib3.final_cell_0229,acinar
2001,human3_lib3.final_cell_0230,ductal
2002,human3_lib3.final_cell_0231,acinar
2003,human3_lib3.final_cell_0232,beta
2004,human3_lib3.final_cell_0233,acinar
2005,human3_lib3.final_cell_0234,alpha
2006,human3_lib3.final_cell_0235,acinar
2007,human3_lib3.final_cell_0236,beta
2008,human3_lib3.final_cell_0237,gamma
2009,human3_lib3.final_cell_0238,beta
2010,human3_lib3.final_cell_0239,beta
2011,human3_lib3.final_cell_0240,alpha
2012,human3_lib3.final_cell_0241,acinar
2013,human3_lib3.final_cell_0242,alpha
2014,human3_lib3.final_cell_0243,acinar
2015,human3_lib3.final_cell_0244,ductal
2016,human3_lib3.final_cell_0245,alpha
2017,human3_lib3.final_cell_0246,beta
2018,human3_lib3.final_cell_0247,beta
2019,human3_lib3.final_cell_0248,beta
2020,human3_lib3.final_cell_0249,beta
2021,human3_lib3.final_cell_0250,ductal
2022,human3_lib3.final_cell_0251,beta
2023,human3_lib3.final_cell_0252,ductal
2024,human3_lib3.final_cell_0253,beta
2025,human3_lib3.final_cell_0254,beta
2026,human3_lib3.final_cell_0255,ductal
2027,human3_lib3.final_cell_0256,beta
2028,human3_lib3.final_cell_0257,beta
2029,human3_lib3.final_cell_0258,acinar
2030,human3_lib3.final_cell_0259,beta
2031,human3_lib3.final_cell_0260,beta
2032,human3_lib3.final_cell_0261,alpha
2033,human3_lib3.final_cell_0262,acinar
2034,human3_lib3.final_cell_0263,beta
2035,human3_lib3.final_cell_0264,delta
2036,human3_lib3.final_cell_0265,activated_stellate
2037,human3_lib3.final_cell_0266,acinar
2038,human3_lib3.final_cell_0267,ductal
2039,human3_lib3.final_cell_0268,acinar
2040,human3_lib3.final_cell_0269,beta
2041,human3_lib3.final_cell_0270,beta
2042,human3_lib3.final_cell_0271,ductal
2043,human3_lib3.final_cell_0272,acinar
2044,human3_lib3.final_cell_0273,alpha
2045,human3_lib3.final_cell_0274,delta
2046,human3_lib3.final_cell_0275,beta
2047,human3_lib3.final_cell_0276,acinar
2048,human3_lib3.final_cell_0277,alpha
2049,human3_lib3.final_cell_0278,ductal
2050,human3_lib3.final_cell_0279,beta
2051,human3_lib3.final_cell_0280,alpha
2052,human3_lib3.final_cell_0281,alpha
2053,human3_lib3.final_cell_0282,beta
2054,human3_lib3.final_cell_0283,activated_stellate
2055,human3_lib3.final_cell_0284,acinar
2056,human3_lib3.final_cell_0285,delta
2057,human3_lib3.final_cell_0286,beta
2058,human3_lib3.final_cell_0287,alpha
2059,human3_lib3.final_cell_0288,ductal
2060,human3_lib3.final_cell_0289,acinar
2061,human3_lib3.final_cell_0290,ductal
2062,human3_lib3.final_cell_0291,alpha
2063,human3_lib3.final_cell_0292,endothelial
2064,human3_lib3.final_cell_0293,acinar
2065,human3_lib3.final_cell_0294,alpha
2066,human3_lib3.final_cell_0295,alpha
2067,human3_lib3.final_cell_0296,acinar
2068,human3_lib3.final_cell_0297,beta
2069,human3_lib3.final_cell_0298,beta
2070,human3_lib3.final_cell_0299,ductal
2071,human3_lib3.final_cell_0300,ductal
2072,human3_lib3.final_cell_0301,acinar
2073,human3_lib3.final_cell_0302,ductal
2074,human3_lib3.final_cell_0303,delta
2075,human3_lib3.final_cell_0304,beta
2076,human3_lib3.final_cell_0305,delta
2077,human3_lib3.final_cell_0306,acinar
2078,human3_lib3.final_cell_0307,delta
2079,human3_lib3.final_cell_0308,alpha
2080,human3_lib3.final_cell_0309,alpha
2081,human3_lib3.final_cell_0310,beta
2082,human3_lib3.final_cell_0311,endothelial
2083,human3_lib3.final_cell_0312,ductal
2084,human3_lib3.final_cell_0313,beta
2085,human3_lib3.final_cell_0314,beta
2086,human3_lib3.final_cell_0315,alpha
2087,human3_lib3.final_cell_0316,acinar
2088,human3_lib3.final_cell_0317,alpha
2089,human3_lib3.final_cell_0318,delta
2090,human3_lib3.final_cell_0319,alpha
2091,human3_lib3.final_cell_0320,alpha
2092,human3_lib3.final_cell_0321,beta
2093,human3_lib3.final_cell_0322,ductal
2094,human3_lib3.final_cell_0323,beta
2095,human3_lib3.final_cell_0324,macrophage
2096,human3_lib3.final_cell_0325,alpha
2097,human3_lib3.final_cell_0326,delta
2098,human3_lib3.final_cell_0327,ductal
2099,human3_lib3.final_cell_0328,beta
2100,human3_lib3.final_cell_0329,ductal
2101,human3_lib3.final_cell_0330,alpha
2102,human3_lib3.final_cell_0331,delta
2103,human3_lib3.final_cell_0332,beta
2104,human3_lib3.final_cell_0333,acinar
2105,human3_lib3.final_cell_0334,ductal
2106,human3_lib3.final_cell_0335,ductal
2107,human3_lib3.final_cell_0336,beta
2108,human3_lib3.final_cell_0337,alpha
2109,human3_lib3.final_cell_0338,alpha
2110,human3_lib3.final_cell_0339,acinar
2111,human3_lib3.final_cell_0340,beta
2112,human3_lib3.final_cell_0341,ductal
2113,human3_lib3.final_cell_0342,ductal
2114,human3_lib3.final_cell_0343,beta
2115,human3_lib3.final_cell_0344,alpha
2116,human3_lib3.final_cell_0345,delta
2117,human3_lib3.final_cell_0346,alpha
2118,human3_lib3.final_cell_0347,alpha
2119,human3_lib3.final_cell_0348,alpha
2120,human3_lib3.final_cell_0349,beta
2121,human3_lib3.final_cell_0350,beta
2122,human3_lib3.final_cell_0351,beta
2123,human3_lib3.final_cell_0352,alpha
2124,human3_lib3.final_cell_0353,alpha
2125,human3_lib3.final_cell_0354,acinar
2126,human3_lib3.final_cell_0355,acinar
2127,human3_lib3.final_cell_0356,beta
2128,human3_lib3.final_cell_0357,alpha
2129,human3_lib3.final_cell_0358,alpha
2130,human3_lib3.final_cell_0359,beta
2131,human3_lib3.final_cell_0360,alpha
2132,human3_lib3.final_cell_0361,acinar
2133,human3_lib3.final_cell_0362,delta
2134,human3_lib3.final_cell_0363,acinar
2135,human3_lib3.final_cell_0364,beta
2136,human3_lib3.final_cell_0365,alpha
2137,human3_lib3.final_cell_0366,ductal
2138,human3_lib3.final_cell_0367,beta
2139,human3_lib3.final_cell_0368,alpha
2140,human3_lib3.final_cell_0369,alpha
2141,human3_lib3.final_cell_0370,alpha
2142,human3_lib3.final_cell_0371,beta
2143,human3_lib3.final_cell_0372,alpha
2144,human3_lib3.final_cell_0373,gamma
2145,human3_lib3.final_cell_0374,delta
2146,human3_lib3.final_cell_0375,endothelial
2147,human3_lib3.final_cell_0376,alpha
2148,human3_lib3.final_cell_0377,beta
2149,human3_lib3.final_cell_0378,alpha
2150,human3_lib3.final_cell_0379,delta
2151,human3_lib3.final_cell_0380,beta
2152,human3_lib3.final_cell_0381,delta
2153,human3_lib3.final_cell_0382,ductal
2154,human3_lib3.final_cell_0383,beta
2155,human3_lib3.final_cell_0384,alpha
2156,human3_lib3.final_cell_0385,acinar
2157,human3_lib3.final_cell_0386,alpha
2158,human3_lib3.final_cell_0387,beta
2159,human3_lib3.final_cell_0388,ductal
2160,human3_lib3.final_cell_0389,beta
2161,human3_lib3.final_cell_0390,alpha
2162,human3_lib3.final_cell_0391,beta
2163,human3_lib3.final_cell_0392,ductal
2164,human3_lib3.final_cell_0393,acinar
2165,human3_lib3.final_cell_0394,alpha
2166,human3_lib3.final_cell_0395,beta
2167,human3_lib3.final_cell_0396,acinar
2168,human3_lib3.final_cell_0397,alpha
2169,human3_lib3.final_cell_0398,alpha
2170,human3_lib3.final_cell_0399,alpha
2171,human3_lib3.final_cell_0400,alpha
2172,human3_lib3.final_cell_0401,beta
2173,human3_lib3.final_cell_0402,ductal
2174,human3_lib3.final_cell_0403,beta
2175,human3_lib3.final_cell_0404,alpha
2176,human3_lib3.final_cell_0405,alpha
2177,human3_lib3.final_cell_0406,acinar
2178,human3_lib3.final_cell_0407,ductal
2179,human3_lib3.final_cell_0408,beta
2180,human3_lib3.final_cell_0409,ductal
2181,human3_lib3.final_cell_0410,alpha
2182,human3_lib3.final_cell_0411,beta
2183,human3_lib3.final_cell_0412,beta
2184,human3_lib3.final_cell_0413,macrophage
2185,human3_lib3.final_cell_0414,beta
2186,human3_lib3.final_cell_0415,acinar
2187,human3_lib3.final_cell_0416,beta
2188,human3_lib3.final_cell_0417,ductal
2189,human3_lib3.final_cell_0418,beta
2190,human3_lib3.final_cell_0419,beta
2191,human3_lib3.final_cell_0420,ductal
2192,human3_lib3.final_cell_0421,alpha
2193,human3_lib3.final_cell_0422,beta
2194,human3_lib3.final_cell_0423,alpha
2195,human3_lib3.final_cell_0424,alpha
2196,human3_lib3.final_cell_0425,alpha
2197,human3_lib3.final_cell_0426,alpha
2198,human3_lib3.final_cell_0427,alpha
2199,human3_lib3.final_cell_0428,beta
2200,human3_lib3.final_cell_0429,beta
2201,human3_lib3.final_cell_0430,alpha
2202,human3_lib3.final_cell_0431,alpha
2203,human3_lib3.final_cell_0432,beta
2204,human3_lib3.final_cell_0433,endothelial
2205,human3_lib3.final_cell_0434,alpha
2206,human3_lib3.final_cell_0435,beta
2207,human3_lib3.final_cell_0436,alpha
2208,human3_lib3.final_cell_0437,ductal
2209,human3_lib3.final_cell_0438,endothelial
2210,human3_lib3.final_cell_0439,alpha
2211,human3_lib3.final_cell_0440,acinar
2212,human3_lib3.final_cell_0441,ductal
2213,human3_lib3.final_cell_0442,activated_stellate
2214,human3_lib3.final_cell_0443,alpha
2215,human3_lib3.final_cell_0444,beta
2216,human3_lib3.final_cell_0445,beta
2217,human3_lib3.final_cell_0446,alpha
2218,human3_lib3.final_cell_0447,endothelial
2219,human3_lib3.final_cell_0448,alpha
2220,human3_lib3.final_cell_0449,ductal
2221,human3_lib3.final_cell_0450,delta
2222,human3_lib3.final_cell_0451,alpha
2223,human3_lib3.final_cell_0452,alpha
2224,human3_lib3.final_cell_0453,acinar
2225,human3_lib3.final_cell_0454,ductal
2226,human3_lib3.final_cell_0455,alpha
2227,human3_lib3.final_cell_0456,alpha
2228,human3_lib3.final_cell_0457,alpha
2229,human3_lib3.final_cell_0458,alpha
2230,human3_lib3.final_cell_0459,ductal
2231,human3_lib3.final_cell_0460,alpha
2232,human3_lib3.final_cell_0461,ductal
2233,human3_lib3.final_cell_0462,alpha
2234,human3_lib3.final_cell_0463,alpha
2235,human3_lib3.final_cell_0464,beta
2236,human3_lib3.final_cell_0465,beta
2237,human3_lib3.final_cell_0466,beta
2238,human3_lib3.final_cell_0467,acinar
2239,human3_lib3.final_cell_0468,alpha
2240,human3_lib3.final_cell_0469,alpha
2241,human3_lib3.final_cell_0470,alpha
2242,human3_lib3.final_cell_0471,ductal
2243,human3_lib3.final_cell_0472,alpha
2244,human3_lib3.final_cell_0473,acinar
2245,human3_lib3.final_cell_0474,alpha
2246,human3_lib3.final_cell_0475,beta
2247,human3_lib3.final_cell_0476,beta
2248,human3_lib3.final_cell_0477,delta
2249,human3_lib3.final_cell_0478,acinar
2250,human3_lib3.final_cell_0479,alpha
2251,human3_lib3.final_cell_0480,alpha
2252,human3_lib3.final_cell_0481,beta
2253,human3_lib3.final_cell_0482,alpha
2254,human3_lib3.final_cell_0483,acinar
2255,human3_lib3.final_cell_0484,gamma
2256,human3_lib3.final_cell_0485,alpha
2257,human3_lib3.final_cell_0486,alpha
2258,human3_lib3.final_cell_0487,beta
2259,human3_lib3.final_cell_0488,alpha
2260,human3_lib3.final_cell_0489,beta
2261,human3_lib3.final_cell_0490,ductal
2262,human3_lib3.final_cell_0491,ductal
2263,human3_lib3.final_cell_0492,alpha
2264,human3_lib3.final_cell_0493,beta
2265,human3_lib3.final_cell_0494,alpha
2266,human3_lib3.final_cell_0495,acinar
2267,human3_lib3.final_cell_0496,ductal
2268,human3_lib3.final_cell_0497,alpha
2269,human3_lib3.final_cell_0498,alpha
2270,human3_lib3.final_cell_0499,alpha
2271,human3_lib3.final_cell_0500,alpha
2272,human3_lib3.final_cell_0501,beta
2273,human3_lib3.final_cell_0502,alpha
2274,human3_lib3.final_cell_0503,beta
2275,human3_lib3.final_cell_0504,beta
2276,human3_lib3.final_cell_0505,alpha
2277,human3_lib3.final_cell_0506,alpha
2278,human3_lib3.final_cell_0507,beta
2279,human3_lib3.final_cell_0508,alpha
2280,human3_lib3.final_cell_0509,alpha
2281,human3_lib3.final_cell_0510,alpha
2282,human3_lib3.final_cell_0511,alpha
2283,human3_lib3.final_cell_0512,alpha
2284,human3_lib3.final_cell_0513,alpha
2285,human3_lib3.final_cell_0514,beta
2286,human3_lib3.final_cell_0515,beta
2287,human3_lib3.final_cell_0516,activated_stellate
2288,human3_lib3.final_cell_0517,endothelial
2289,human3_lib3.final_cell_0518,activated_stellate
2290,human3_lib3.final_cell_0519,activated_stellate
2291,human3_lib3.final_cell_0520,beta
2292,human3_lib3.final_cell_0521,ductal
2293,human3_lib3.final_cell_0522,ductal
2294,human3_lib3.final_cell_0523,activated_stellate
2295,human3_lib3.final_cell_0524,ductal
2296,human3_lib3.final_cell_0525,acinar
2297,human3_lib3.final_cell_0526,alpha
2298,human3_lib3.final_cell_0527,beta
2299,human3_lib3.final_cell_0528,ductal
2300,human3_lib3.final_cell_0529,gamma
2301,human3_lib3.final_cell_0530,activated_stellate
2302,human3_lib3.final_cell_0531,beta
2303,human3_lib3.final_cell_0532,delta
2304,human3_lib3.final_cell_0533,alpha
2305,human3_lib3.final_cell_0534,beta
2306,human3_lib3.final_cell_0535,alpha
2307,human3_lib3.final_cell_0536,acinar
2308,human3_lib3.final_cell_0537,acinar
2309,human3_lib3.final_cell_0538,alpha
2310,human3_lib3.final_cell_0539,alpha
2311,human3_lib3.final_cell_0540,ductal
2312,human3_lib3.final_cell_0541,ductal
2313,human3_lib3.final_cell_0542,beta
2314,human3_lib3.final_cell_0543,alpha
2315,human3_lib3.final_cell_0544,alpha
2316,human3_lib3.final_cell_0545,alpha
2317,human3_lib3.final_cell_0546,ductal
2318,human3_lib3.final_cell_0547,ductal
2319,human3_lib3.final_cell_0548,alpha
2320,human3_lib3.final_cell_0549,beta
2321,human3_lib3.final_cell_0550,alpha
2322,human3_lib3.final_cell_0551,acinar
2323,human3_lib3.final_cell_0552,alpha
2324,human3_lib3.final_cell_0553,beta
2325,human3_lib3.final_cell_0554,activated_stellate
2326,human3_lib3.final_cell_0555,beta
2327,human3_lib3.final_cell_0556,beta
2328,human3_lib3.final_cell_0557,alpha
2329,human3_lib3.final_cell_0558,ductal
2330,human3_lib3.final_cell_0559,alpha
2331,human3_lib3.final_cell_0560,acinar
2332,human3_lib3.final_cell_0561,alpha
2333,human3_lib3.final_cell_0562,gamma
2334,human3_lib3.final_cell_0563,delta
2335,human3_lib3.final_cell_0564,activated_stellate
2336,human3_lib3.final_cell_0565,alpha
2337,human3_lib3.final_cell_0566,alpha
2338,human3_lib3.final_cell_0567,alpha
2339,human3_lib3.final_cell_0568,alpha
2340,human3_lib3.final_cell_0569,alpha
2341,human3_lib3.final_cell_0570,acinar
2342,human3_lib3.final_cell_0571,alpha
2343,human3_lib3.final_cell_0572,delta
2344,human3_lib3.final_cell_0573,alpha
2345,human3_lib3.final_cell_0574,beta
2346,human3_lib3.final_cell_0575,alpha
2347,human3_lib3.final_cell_0576,ductal
2348,human3_lib3.final_cell_0577,alpha
2349,human3_lib3.final_cell_0578,alpha
2350,human3_lib3.final_cell_0579,beta
2351,human3_lib3.final_cell_0580,alpha
2352,human3_lib3.final_cell_0581,quiescent_stellate
2353,human3_lib3.final_cell_0582,alpha
2354,human3_lib3.final_cell_0583,beta
2355,human3_lib3.final_cell_0584,delta
2356,human3_lib3.final_cell_0585,alpha
2357,human3_lib3.final_cell_0586,acinar
2358,human3_lib3.final_cell_0587,alpha
2359,human3_lib3.final_cell_0588,ductal
2360,human3_lib3.final_cell_0589,beta
2361,human3_lib3.final_cell_0590,alpha
2362,human3_lib3.final_cell_0591,beta
2363,human3_lib3.final_cell_0592,beta
2364,human3_lib3.final_cell_0593,acinar
2365,human3_lib3.final_cell_0594,beta
2366,human3_lib3.final_cell_0595,alpha
2367,human3_lib3.final_cell_0596,endothelial
2368,human3_lib3.final_cell_0597,ductal
2369,human3_lib3.final_cell_0598,alpha
2370,human3_lib3.final_cell_0599,alpha
2371,human3_lib3.final_cell_0600,alpha
2372,human3_lib3.final_cell_0601,alpha
2373,human3_lib3.final_cell_0602,delta
2374,human3_lib3.final_cell_0603,acinar
2375,human3_lib3.final_cell_0604,beta
2376,human3_lib3.final_cell_0605,beta
2377,human3_lib3.final_cell_0606,alpha
2378,human3_lib3.final_cell_0607,acinar
2379,human3_lib3.final_cell_0608,activated_stellate
2380,human3_lib3.final_cell_0609,alpha
2381,human3_lib3.final_cell_0610,acinar
2382,human3_lib3.final_cell_0611,alpha
2383,human3_lib3.final_cell_0612,alpha
2384,human3_lib3.final_cell_0613,acinar
2385,human3_lib3.final_cell_0614,gamma
2386,human3_lib3.final_cell_0615,alpha
2387,human3_lib3.final_cell_0616,alpha
2388,human3_lib3.final_cell_0617,acinar
2389,human3_lib3.final_cell_0618,alpha
2390,human3_lib3.final_cell_0619,alpha
2391,human3_lib3.final_cell_0620,alpha
2392,human3_lib3.final_cell_0621,epsilon
2393,human3_lib3.final_cell_0622,alpha
2394,human3_lib3.final_cell_0623,alpha
2395,human3_lib3.final_cell_0624,alpha
2396,human3_lib3.final_cell_0625,delta
2397,human3_lib3.final_cell_0626,ductal
2398,human3_lib3.final_cell_0627,alpha
2399,human3_lib3.final_cell_0628,ductal
2400,human3_lib3.final_cell_0629,beta
2401,human3_lib3.final_cell_0630,alpha
2402,human3_lib3.final_cell_0631,alpha
2403,human3_lib3.final_cell_0632,alpha
2404,human3_lib3.final_cell_0633,alpha
2405,human3_lib3.final_cell_0634,beta
2406,human3_lib3.final_cell_0635,alpha
2407,human3_lib3.final_cell_0636,alpha
2408,human3_lib3.final_cell_0637,acinar
2409,human3_lib3.final_cell_0638,ductal
2410,human3_lib3.final_cell_0639,endothelial
2411,human3_lib3.final_cell_0640,ductal
2412,human3_lib3.final_cell_0641,acinar
2413,human3_lib3.final_cell_0642,acinar
2414,human3_lib3.final_cell_0643,alpha
2415,human3_lib3.final_cell_0644,alpha
2416,human3_lib3.final_cell_0645,alpha
2417,human3_lib3.final_cell_0646,acinar
2418,human3_lib3.final_cell_0647,alpha
2419,human3_lib3.final_cell_0648,alpha
2420,human3_lib3.final_cell_0649,activated_stellate
2421,human3_lib3.final_cell_0650,alpha
2422,human3_lib3.final_cell_0651,acinar
2423,human3_lib3.final_cell_0652,alpha
2424,human3_lib3.final_cell_0653,beta
2425,human3_lib3.final_cell_0654,ductal
2426,human3_lib3.final_cell_0655,alpha
2427,human3_lib3.final_cell_0656,beta
2428,human3_lib3.final_cell_0657,alpha
2429,human3_lib3.final_cell_0658,alpha
2430,human3_lib3.final_cell_0659,alpha
2431,human3_lib3.final_cell_0660,beta
2432,human3_lib3.final_cell_0661,acinar
2433,human3_lib3.final_cell_0662,alpha
2434,human3_lib3.final_cell_0663,alpha
2435,human3_lib3.final_cell_0664,acinar
2436,human3_lib3.final_cell_0665,delta
2437,human3_lib3.final_cell_0666,alpha
2438,human3_lib3.final_cell_0667,alpha
2439,human3_lib3.final_cell_0668,alpha
2440,human3_lib3.final_cell_0669,activated_stellate
2441,human3_lib3.final_cell_0670,beta
2442,human3_lib3.final_cell_0671,beta
2443,human3_lib3.final_cell_0672,alpha
2444,human3_lib3.final_cell_0673,delta
2445,human3_lib3.final_cell_0674,ductal
2446,human3_lib3.final_cell_0675,beta
2447,human3_lib3.final_cell_0676,alpha
2448,human3_lib3.final_cell_0677,ductal
2449,human3_lib3.final_cell_0678,alpha
2450,human3_lib3.final_cell_0679,alpha
2451,human3_lib3.final_cell_0680,acinar
2452,human3_lib3.final_cell_0681,gamma
2453,human3_lib3.final_cell_0682,activated_stellate
2454,human3_lib3.final_cell_0683,beta
2455,human3_lib3.final_cell_0684,acinar
2456,human3_lib3.final_cell_0685,acinar
2457,human3_lib3.final_cell_0686,alpha
2458,human3_lib3.final_cell_0687,beta
2459,human3_lib3.final_cell_0688,alpha
2460,human3_lib3.final_cell_0689,beta
2461,human3_lib3.final_cell_0690,beta
2462,human3_lib3.final_cell_0691,alpha
2463,human3_lib3.final_cell_0692,alpha
2464,human3_lib3.final_cell_0693,ductal
2465,human3_lib3.final_cell_0694,ductal
2466,human3_lib3.final_cell_0695,activated_stellate
2467,human3_lib3.final_cell_0696,acinar
2468,human3_lib3.final_cell_0697,beta
2469,human3_lib3.final_cell_0698,beta
2470,human3_lib3.final_cell_0699,acinar
2471,human3_lib3.final_cell_0700,beta
2472,human3_lib3.final_cell_0701,alpha
2473,human3_lib3.final_cell_0702,activated_stellate
2474,human3_lib3.final_cell_0703,acinar
2475,human3_lib3.final_cell_0704,alpha
2476,human3_lib3.final_cell_0705,ductal
2477,human3_lib3.final_cell_0706,beta
2478,human3_lib3.final_cell_0707,alpha
2479,human3_lib3.final_cell_0708,alpha
2480,human3_lib3.final_cell_0709,beta
2481,human3_lib3.final_cell_0710,alpha
2482,human3_lib3.final_cell_0711,alpha
2483,human3_lib3.final_cell_0712,acinar
2484,human3_lib3.final_cell_0713,alpha
2485,human3_lib3.final_cell_0714,alpha
2486,human3_lib3.final_cell_0715,alpha
2487,human3_lib3.final_cell_0716,beta
2488,human3_lib3.final_cell_0717,alpha
2489,human3_lib3.final_cell_0718,beta
2490,human3_lib3.final_cell_0719,ductal
2491,human3_lib3.final_cell_0720,alpha
2492,human3_lib3.final_cell_0721,alpha
2493,human3_lib3.final_cell_0722,ductal
2494,human3_lib3.final_cell_0723,acinar
2495,human3_lib3.final_cell_0724,ductal
2496,human3_lib3.final_cell_0725,acinar
2497,human3_lib3.final_cell_0726,acinar
2498,human3_lib3.final_cell_0727,beta
2499,human3_lib3.final_cell_0728,acinar
2500,human3_lib3.final_cell_0729,alpha
2501,human3_lib3.final_cell_0730,alpha
2502,human3_lib3.final_cell_0731,ductal
2503,human3_lib3.final_cell_0732,alpha
2504,human3_lib3.final_cell_0733,alpha
2505,human3_lib3.final_cell_0734,activated_stellate
2506,human3_lib3.final_cell_0735,acinar
2507,human3_lib3.final_cell_0736,acinar
2508,human3_lib3.final_cell_0737,alpha
2509,human3_lib3.final_cell_0738,acinar
2510,human3_lib3.final_cell_0739,alpha
2511,human3_lib3.final_cell_0740,alpha
2512,human3_lib3.final_cell_0741,beta
2513,human3_lib3.final_cell_0742,alpha
2514,human3_lib3.final_cell_0743,ductal
2515,human3_lib3.final_cell_0744,endothelial
2516,human3_lib3.final_cell_0745,acinar
2517,human3_lib3.final_cell_0746,alpha
2518,human3_lib3.final_cell_0747,ductal
2519,human3_lib3.final_cell_0748,ductal
2520,human3_lib3.final_cell_0749,ductal
2521,human3_lib3.final_cell_0750,alpha
2522,human3_lib3.final_cell_0751,alpha
2523,human3_lib3.final_cell_0752,alpha
2524,human3_lib3.final_cell_0753,macrophage
2525,human3_lib3.final_cell_0754,ductal
2526,human3_lib3.final_cell_0755,alpha
2527,human3_lib3.final_cell_0756,alpha
2528,human3_lib3.final_cell_0757,alpha
2529,human3_lib3.final_cell_0758,alpha
2530,human3_lib3.final_cell_0759,activated_stellate
2531,human3_lib3.final_cell_0760,alpha
2532,human3_lib3.final_cell_0761,alpha
2533,human3_lib3.final_cell_0762,ductal
2534,human3_lib3.final_cell_0763,alpha
2535,human3_lib3.final_cell_0764,alpha
2536,human3_lib3.final_cell_0765,alpha
2537,human3_lib3.final_cell_0766,ductal
2538,human3_lib3.final_cell_0767,alpha
2539,human3_lib3.final_cell_0768,alpha
2540,human3_lib3.final_cell_0769,alpha
2541,human3_lib3.final_cell_0770,alpha
2542,human3_lib3.final_cell_0771,alpha
2543,human3_lib3.final_cell_0772,alpha
2544,human3_lib3.final_cell_0773,alpha
2545,human3_lib3.final_cell_0774,endothelial
2546,human3_lib3.final_cell_0775,beta
2547,human3_lib3.final_cell_0776,beta
2548,human3_lib3.final_cell_0777,ductal
2549,human3_lib3.final_cell_0778,beta
2550,human3_lib3.final_cell_0779,alpha
2551,human3_lib3.final_cell_0780,beta
2552,human3_lib3.final_cell_0781,delta
2553,human3_lib3.final_cell_0782,acinar
2554,human3_lib3.final_cell_0783,alpha
2555,human3_lib3.final_cell_0784,acinar
2556,human3_lib3.final_cell_0785,ductal
2557,human3_lib3.final_cell_0786,beta
2558,human3_lib3.final_cell_0787,ductal
2559,human3_lib3.final_cell_0788,gamma
2560,human3_lib3.final_cell_0789,acinar
2561,human3_lib3.final_cell_0790,beta
2562,human3_lib3.final_cell_0791,alpha
2563,human3_lib3.final_cell_0792,alpha
2564,human3_lib3.final_cell_0793,beta
2565,human3_lib3.final_cell_0794,beta
2566,human3_lib3.final_cell_0795,acinar
2567,human3_lib3.final_cell_0796,alpha
2568,human3_lib3.final_cell_0797,alpha
2569,human3_lib3.final_cell_0798,alpha
2570,human3_lib3.final_cell_0799,alpha
2571,human3_lib3.final_cell_0800,delta
2572,human3_lib3.final_cell_0801,alpha
2573,human3_lib3.final_cell_0802,mast
2574,human3_lib3.final_cell_0803,acinar
2575,human3_lib3.final_cell_0804,alpha
2576,human3_lib3.final_cell_0805,alpha
2577,human3_lib3.final_cell_0806,activated_stellate
2578,human3_lib3.final_cell_0807,endothelial
2579,human3_lib3.final_cell_0808,beta
2580,human3_lib3.final_cell_0809,acinar
2581,human3_lib3.final_cell_0810,delta
2582,human3_lib3.final_cell_0811,beta
2583,human3_lib3.final_cell_0812,alpha
2584,human3_lib3.final_cell_0813,alpha
2585,human3_lib3.final_cell_0814,alpha
2586,human3_lib3.final_cell_0815,beta
2587,human3_lib3.final_cell_0816,endothelial
2588,human3_lib3.final_cell_0817,alpha
2589,human3_lib3.final_cell_0818,acinar
2590,human3_lib3.final_cell_0819,mast
2591,human3_lib3.final_cell_0820,ductal
2592,human3_lib3.final_cell_0821,alpha
2593,human3_lib3.final_cell_0822,endothelial
2594,human3_lib3.final_cell_0823,ductal
2595,human3_lib3.final_cell_0824,alpha
